0.0-0.1,0.1-0.2,0.2-0.3,0.3-0.4,0.4-0.5,0.5-0.6,0.6-0.7,0.7-0.8,0.8-0.9,0.9-1.0,task_id,round_number
1,0,0,0,0,0,0,0,0,0,7156,1
1,0,0,0,0,0,0,0,0,0,8922,1
1,0,0,0,0,0,0,0,0,0,5265,1
1,0,0,0,0,0,0,0,0,0,8748,1
1,0,0,0,0,0,0,0,0,0,1403,1
1,0,0,0,0,0,0,0,0,0,6626,1
1,0,0,0,0,0,0,0,0,0,3354,1
1,0,0,0,0,0,0,0,0,0,6070,1
1,0,0,0,0,0,0,0,0,0,3502,1
1,0,0,0,0,0,0,0,0,0,1255,1
1,0,0,0,0,0,0,0,0,0,1609,1
1,0,0,0,0,0,0,0,0,0,4149,1
1,0,0,0,0,0,0,0,0,0,1863,1
1,0,0,0,0,0,0,0,0,0,593,1
1,0,0,0,0,0,0,0,0,0,8314,1
1,0,0,0,0,0,0,0,0,0,1299,1
1,0,0,0,0,0,0,0,0,0,5639,1
1,0,0,0,0,0,0,0,0,0,3996,1
1,0,0,0,0,0,0,0,0,0,103,1
1,0,0,0,0,0,0,0,0,0,331,1
1,0,0,0,0,0,0,0,0,0,5853,1
1,0,0,0,0,0,0,0,0,0,4512,1
1,0,0,0,0,0,0,0,0,0,7397,1
1,0,0,0,0,0,0,0,0,0,6245,1
1,0,0,0,0,0,0,0,0,0,3353,1
1,0,0,0,0,0,0,0,0,0,4344,1
1,0,0,0,0,0,0,0,0,0,5050,1
1,0,0,0,0,0,0,0,0,0,5606,1
1,0,0,0,0,0,0,0,0,0,1808,1
1,0,0,0,0,0,0,0,0,0,4774,1
1,0,0,0,0,0,0,0,0,0,3551,1
1,0,0,0,0,0,0,0,0,0,4122,1
1,0,0,0,0,0,0,0,0,0,8529,1
1,0,0,0,0,0,0,0,0,0,6681,1
1,0,0,0,0,0,0,0,0,0,5838,1
1,0,0,0,0,0,0,0,0,0,4780,1
1,0,0,0,0,0,0,0,0,0,8971,1
1,0,0,0,0,0,0,0,0,0,4921,1
1,0,0,0,0,0,0,0,0,0,9266,1
1,0,0,0,0,0,0,0,0,0,533,1
1,0,0,0,0,0,0,0,0,0,8340,1
1,0,0,0,0,0,0,0,0,0,701,1
1,0,0,0,0,0,0,0,0,0,5655,1
1,0,0,0,0,0,0,0,0,0,2642,1
1,0,0,0,0,0,0,0,0,0,739,1
1,0,0,0,0,0,0,0,0,0,2226,1
1,0,0,0,0,0,0,0,0,0,6686,1
1,0,0,0,0,0,0,0,0,0,3300,1
1,0,0,0,0,0,0,0,0,0,1457,1
1,0,0,0,0,0,0,0,0,0,3132,1
1,0,0,0,0,0,0,0,0,0,6818,1
1,0,0,0,0,0,0,0,0,0,2484,1
1,0,0,0,0,0,0,0,0,0,5493,1
1,0,0,0,0,0,0,0,0,0,150,1
1,0,0,0,0,0,0,0,0,0,2817,1
1,0,0,0,0,0,0,0,0,0,8723,1
1,0,0,0,0,0,0,0,0,0,8347,1
1,0,0,0,0,0,0,0,0,0,534,1
1,0,0,0,0,0,0,0,0,0,2689,1
1,0,0,0,0,0,0,0,0,0,8181,1
1,0,0,0,0,0,0,0,0,0,4926,1
1,0,0,0,0,0,0,0,0,0,5035,1
1,0,0,0,0,0,0,0,0,0,8518,1
1,0,0,0,0,0,0,0,0,0,7550,1
1,0,0,0,0,0,0,0,0,0,7908,1
1,0,0,0,0,0,0,0,0,0,8940,1
1,0,0,0,0,0,0,0,0,0,7134,1
1,0,0,0,0,0,0,0,0,0,5663,1
1,0,0,0,0,0,0,0,0,0,4583,1
1,0,0,0,0,0,0,0,0,0,32,1
1,0,0,0,0,0,0,0,0,0,3938,1
1,0,0,0,0,0,0,0,0,0,6476,1
1,0,0,0,0,0,0,0,0,0,8371,1
1,0,0,0,0,0,0,0,0,0,7339,1
1,0,0,0,0,0,0,0,0,0,9091,1
1,0,0,0,0,0,0,0,0,0,2479,1
1,0,0,0,0,0,0,0,0,0,8527,1
1,0,0,0,0,0,0,0,0,0,2821,1
1,0,0,0,0,0,0,0,0,0,354,1
1,0,0,0,0,0,0,0,0,0,5836,1
1,0,0,0,0,0,0,0,0,0,9257,1
1,0,0,0,0,0,0,0,0,0,5690,1
1,0,0,0,0,0,0,0,0,0,7301,1
1,0,0,0,0,0,0,0,0,0,7133,1
1,0,0,0,0,0,0,0,0,0,5664,1
1,0,0,0,0,0,0,0,0,0,2819,1
1,0,0,0,0,0,0,0,0,0,5200,1
1,0,0,0,0,0,0,0,0,0,8712,1
1,0,0,0,0,0,0,0,0,0,2228,1
1,0,0,0,0,0,0,0,0,0,5831,1
1,0,0,0,0,0,0,0,0,0,7568,1
1,0,0,0,0,0,0,0,0,0,2826,1
1,0,0,0,0,0,0,0,0,0,9096,1
1,0,0,0,0,0,0,0,0,0,7930,1
1,0,0,0,0,0,0,0,0,0,737,1
1,0,0,0,0,0,0,0,0,0,1298,1
1,0,0,0,0,0,0,0,0,0,8127,1
1,0,0,0,0,0,0,0,0,0,6881,1
1,0,0,0,0,0,0,0,0,0,102,1
1,0,0,0,0,0,0,0,0,0,4148,1
1,0,0,0,0,0,0,0,0,0,9001,1
1,0,0,0,0,0,0,0,0,0,3709,1
1,0,0,0,0,0,0,0,0,0,2046,1
1,0,0,0,0,0,0,0,0,0,5263,1
1,0,0,0,0,0,0,0,0,0,2274,1
1,0,0,0,0,0,0,0,0,0,5435,1
1,0,0,0,0,0,0,0,0,0,2610,1
1,0,0,0,0,0,0,0,0,0,8924,1
1,0,0,0,0,0,0,0,0,0,4513,1
1,0,0,0,0,0,0,0,0,0,4721,1
1,0,0,0,0,0,0,0,0,0,1865,1
1,0,0,0,0,0,0,0,0,0,595,1
1,0,0,0,0,0,0,0,0,0,8782,1
1,0,0,0,0,0,0,0,0,0,3990,1
1,0,0,0,0,0,0,0,0,0,8776,1
1,0,0,0,0,0,0,0,0,0,7954,1
1,0,0,0,0,0,0,0,0,0,6886,1
1,0,0,0,0,0,0,0,0,0,7168,1
1,0,0,0,0,0,0,0,0,0,4170,1
1,0,0,0,0,0,0,0,0,0,3167,1
1,0,0,0,0,0,0,0,0,0,6415,1
1,0,0,0,0,0,0,0,0,0,4342,1
1,0,0,0,0,0,0,0,0,0,51,1
1,0,0,0,0,0,0,0,0,0,9039,1
1,0,0,0,0,0,0,0,0,0,1254,1
1,0,0,0,0,0,0,0,0,0,7157,1
1,0,0,0,0,0,0,0,0,0,2273,1
1,0,0,0,0,0,0,0,0,0,7533,1
1,0,0,0,0,0,0,0,0,0,2880,1
1,0,0,0,0,0,0,0,0,0,5897,1
1,0,0,0,0,0,0,0,0,0,7398,1
1,0,0,0,0,0,0,0,0,0,6844,1
1,0,0,0,0,0,0,0,0,0,9030,1
1,0,0,0,0,0,0,0,0,0,6078,1
1,0,0,0,0,0,0,0,0,0,765,1
1,0,0,0,0,0,0,0,0,0,8324,1
1,0,0,0,0,0,0,0,0,0,8116,1
1,0,0,0,0,0,0,0,0,0,5609,1
1,0,0,0,0,0,0,0,0,0,133,1
1,0,0,0,0,0,0,0,0,0,5863,1
1,0,0,0,0,0,0,0,0,0,1262,1
1,0,0,0,0,0,0,0,0,0,3535,1
1,0,0,0,0,0,0,0,0,0,6047,1
1,0,0,0,0,0,0,0,0,0,7195,1
1,0,0,0,0,0,0,0,0,0,3707,1
1,0,0,0,0,0,0,0,0,0,3397,1
1,0,0,0,0,0,0,0,0,0,7505,1
1,0,0,0,0,0,0,0,0,0,1296,1
1,0,0,0,0,0,0,0,0,0,93,1
1,0,0,0,0,0,0,0,0,0,568,1
1,0,0,0,0,0,0,0,0,0,2413,1
1,0,0,0,0,0,0,0,0,0,8129,1
1,0,0,0,0,0,0,0,0,0,2621,1
1,0,0,0,0,0,0,0,0,0,1898,1
1,0,0,0,0,0,0,0,0,0,5058,1
1,0,0,0,0,0,0,0,0,0,7965,1
1,0,0,0,0,0,0,0,0,0,762,1
1,0,0,0,0,0,0,0,0,0,2289,1
1,0,0,0,0,0,0,0,0,0,5631,1
1,0,0,0,0,0,0,0,0,0,2414,1
1,0,0,0,0,0,0,0,0,0,94,1
1,0,0,0,0,0,0,0,0,0,4387,1
1,0,0,0,0,0,0,0,0,0,7730,1
1,0,0,0,0,0,0,0,0,0,2084,1
1,0,0,0,0,0,0,0,0,0,5093,1
1,0,0,0,0,0,0,0,0,0,4141,1
1,0,0,0,0,0,0,0,0,0,1433,1
1,0,0,0,0,0,0,0,0,0,1057,1
1,0,0,0,0,0,0,0,0,0,4717,1
1,0,0,0,0,0,0,0,0,0,2440,1
1,0,0,0,0,0,0,0,0,0,7300,1
1,0,0,0,0,0,0,0,0,0,709,1
1,0,0,0,0,0,0,0,0,0,8348,1
1,0,0,0,0,0,0,0,0,0,2216,1
1,0,0,0,0,0,0,0,0,0,7790,1
1,0,0,0,0,0,0,0,0,0,6642,1
1,0,0,0,0,0,0,0,0,0,4327,1
1,0,0,0,0,0,0,0,0,0,34,1
1,0,0,0,0,0,0,0,0,0,4743,1
1,0,0,0,0,0,0,0,0,0,1003,1
1,0,0,0,0,0,0,0,0,0,2229,1
1,0,0,0,0,0,0,0,0,0,5830,1
1,0,0,0,0,0,0,0,0,0,5468,1
1,0,0,0,0,0,0,0,0,0,9251,1
1,0,0,0,0,0,0,0,0,0,8383,1
1,0,0,0,0,0,0,0,0,0,5696,1
1,0,0,0,0,0,0,0,0,0,4320,1
1,0,0,0,0,0,0,0,0,0,4112,1
1,0,0,0,0,0,0,0,0,0,6483,1
1,0,0,0,0,0,0,0,0,0,2023,1
1,0,0,0,0,0,0,0,0,0,158,1
1,0,0,0,0,0,0,0,0,0,5034,1
1,0,0,0,0,0,0,0,0,0,2211,1
1,0,0,0,0,0,0,0,0,0,4582,1
1,0,0,0,0,0,0,0,0,0,2447,1
1,0,0,0,0,0,0,0,0,0,3308,1
1,0,0,0,0,0,0,0,0,0,9064,1
1,0,0,0,0,0,0,0,0,0,7936,1
1,0,0,0,0,0,0,0,0,0,8142,1
1,0,0,0,0,0,0,0,0,0,731,1
1,0,0,0,0,0,0,0,0,0,355,1
1,0,0,0,0,0,0,0,0,0,4316,1
1,0,0,0,0,0,0,0,0,0,4540,1
1,0,0,0,0,0,0,0,0,0,1200,1
1,0,0,0,0,0,0,0,0,0,2485,1
1,0,0,0,0,0,0,0,0,0,8379,1
1,0,0,0,0,0,0,0,0,0,3791,1
1,0,0,0,0,0,0,0,0,0,5466,1
1,0,0,0,0,0,0,0,0,0,6228,1
1,0,0,0,0,0,0,0,0,0,1469,1
1,0,0,0,0,0,0,0,0,0,5459,1
1,0,0,0,0,0,0,0,0,0,9294,1
1,0,0,0,0,0,0,0,0,0,5839,1
1,0,0,0,0,0,0,0,0,0,169,1
1,0,0,0,0,0,0,0,0,0,7104,1
1,0,0,0,0,0,0,0,0,0,8984,1
1,0,0,0,0,0,0,0,0,0,1035,1
1,0,0,0,0,0,0,0,0,0,3306,1
1,0,0,0,0,0,0,0,0,0,4123,1
1,0,0,0,0,0,0,0,0,0,1663,1
1,0,0,0,0,0,0,0,0,0,9293,1
1,0,0,0,0,0,0,0,0,0,8725,1
1,0,0,0,0,0,0,0,0,0,3937,1
1,0,0,0,0,0,0,0,0,0,1836,1
1,0,0,0,0,0,0,0,0,0,5698,1
1,0,0,0,0,0,0,0,0,0,9315,1
1,0,0,0,0,0,0,0,0,0,7881,1
1,0,0,0,0,0,0,0,0,0,3079,1
1,0,0,0,0,0,0,0,0,0,8465,1
1,0,0,0,0,0,0,0,0,0,8657,1
1,0,0,0,0,0,0,0,0,0,4051,1
1,0,0,0,0,0,0,0,0,0,4607,1
1,0,0,0,0,0,0,0,0,0,1375,1
1,0,0,0,0,0,0,0,0,0,5721,1
1,0,0,0,0,0,0,0,0,0,6998,1
1,0,0,0,0,0,0,0,0,0,7076,1
1,0,0,0,0,0,0,0,0,0,7244,1
1,0,0,0,0,0,0,0,0,0,4899,1
1,0,0,0,0,0,0,0,0,0,4297,1
1,0,0,0,0,0,0,0,0,0,7412,1
1,0,0,0,0,0,0,0,0,0,5973,1
1,0,0,0,0,0,0,0,0,0,2158,1
1,0,0,0,0,0,0,0,0,0,8462,1
1,0,0,0,0,0,0,0,0,0,2964,1
1,0,0,0,0,0,0,0,0,0,1729,1
1,0,0,0,0,0,0,0,0,0,7627,1
1,0,0,0,0,0,0,0,0,0,6365,1
1,0,0,0,0,0,0,0,0,0,1140,1
1,0,0,0,0,0,0,0,0,0,7085,1
1,0,0,0,0,0,0,0,0,0,5945,1
1,0,0,0,0,0,0,0,0,0,8454,1
1,0,0,0,0,0,0,0,0,0,3880,1
1,0,0,0,0,0,0,0,0,0,829,1
1,0,0,0,0,0,0,0,0,0,6996,1
1,0,0,0,0,0,0,0,0,0,8202,1
1,0,0,0,0,0,0,0,0,0,4609,1
1,0,0,0,0,0,0,0,0,0,5522,1
1,0,0,0,0,0,0,0,0,0,2535,1
1,0,0,0,0,0,0,0,0,0,8833,1
1,0,0,0,0,0,0,0,0,0,3083,1
1,0,0,0,0,0,0,0,0,0,2151,1
1,0,0,0,0,0,0,0,0,0,5146,1
1,0,0,0,0,0,0,0,0,0,2363,1
1,0,0,0,0,0,0,0,0,0,218,1
1,0,0,0,0,0,0,0,0,0,7611,1
1,0,0,0,0,0,0,0,0,0,6505,1
1,0,0,0,0,0,0,0,0,0,3245,1
1,0,0,0,0,0,0,0,0,0,1176,1
1,0,0,0,0,0,0,0,0,0,3621,1
1,0,0,0,0,0,0,0,0,0,9129,1
1,0,0,0,0,0,0,0,0,0,3413,1
1,0,0,0,0,0,0,0,0,0,4636,1
1,0,0,0,0,0,0,0,0,0,4058,1
1,0,0,0,0,0,0,0,0,0,4864,1
1,0,0,0,0,0,0,0,0,0,6965,1
1,0,0,0,0,0,0,0,0,0,8205,1
1,0,0,0,0,0,0,0,0,0,6991,1
1,0,0,0,0,0,0,0,0,0,8037,1
1,0,0,0,0,0,0,0,0,0,2955,1
1,0,0,0,0,0,0,0,0,0,7888,1
1,0,0,0,0,0,0,0,0,0,4631,1
1,0,0,0,0,0,0,0,0,0,2390,1
1,0,0,0,0,0,0,0,0,0,6730,1
1,0,0,0,0,0,0,0,0,0,5387,1
1,0,0,0,0,0,0,0,0,0,1727,1
1,0,0,0,0,0,0,0,0,0,5141,1
1,0,0,0,0,0,0,0,0,0,2532,1
1,0,0,0,0,0,0,0,0,0,1919,1
1,0,0,0,0,0,0,0,0,0,3818,1
1,0,0,0,0,0,0,0,0,0,6556,1
1,0,0,0,0,0,0,0,0,0,3024,1
1,0,0,0,0,0,0,0,0,0,5115,1
1,0,0,0,0,0,0,0,0,0,2754,1
1,0,0,0,0,0,0,0,0,0,6931,1
1,0,0,0,0,0,0,0,0,0,9145,1
1,0,0,0,0,0,0,0,0,0,9377,1
1,0,0,0,0,0,0,0,0,0,8251,1
1,0,0,0,0,0,0,0,0,0,4696,1
1,0,0,0,0,0,0,0,0,0,8867,1
1,0,0,0,0,0,0,0,0,0,7477,1
1,0,0,0,0,0,0,0,0,0,842,1
1,0,0,0,0,0,0,0,0,0,3211,1
1,0,0,0,0,0,0,0,0,0,6307,1
1,0,0,0,0,0,0,0,0,0,5582,1
1,0,0,0,0,0,0,0,0,0,2906,1
1,0,0,0,0,0,0,0,0,0,9384,1
1,0,0,0,0,0,0,0,0,0,7810,1
1,0,0,0,0,0,0,0,0,0,3820,1
1,0,0,0,0,0,0,0,0,0,1579,1
1,0,0,0,0,0,0,0,0,0,4837,1
1,0,0,0,0,0,0,0,0,0,287,1
1,0,0,0,0,0,0,0,0,0,5124,1
1,0,0,0,0,0,0,0,0,0,7441,1
1,0,0,0,0,0,0,0,0,0,2133,1
1,0,0,0,0,0,0,0,0,0,7819,1
1,0,0,0,0,0,0,0,0,0,5772,1
1,0,0,0,0,0,0,0,0,0,1570,1
1,0,0,0,0,0,0,0,0,0,880,1
1,0,0,0,0,0,0,0,0,0,3015,1
1,0,0,0,0,0,0,0,0,0,1742,1
1,0,0,0,0,0,0,0,0,0,4230,1
1,0,0,0,0,0,0,0,0,0,621,1
1,0,0,0,0,0,0,0,0,0,7826,1
1,0,0,0,0,0,0,0,0,0,2930,1
1,0,0,0,0,0,0,0,0,0,3816,1
1,0,0,0,0,0,0,0,0,0,4801,1
1,0,0,0,0,0,0,0,0,0,1319,1
1,0,0,0,0,0,0,0,0,0,3012,1
1,0,0,0,0,0,0,0,0,0,6752,1
1,0,0,0,0,0,0,0,0,0,1113,1
1,0,0,0,0,0,0,0,0,0,3644,1
1,0,0,0,0,0,0,0,0,0,5781,1
1,0,0,0,0,0,0,0,0,0,619,1
1,0,0,0,0,0,0,0,0,0,7022,1
1,0,0,0,0,0,0,0,0,0,873,1
1,0,0,0,0,0,0,0,0,0,2134,1
1,0,0,0,0,0,0,0,0,0,9173,1
1,0,0,0,0,0,0,0,0,0,9341,1
1,0,0,0,0,0,0,0,0,0,6799,1
1,0,0,0,0,0,0,0,0,0,7479,1
1,0,0,0,0,0,0,0,0,0,7821,1
1,0,0,0,0,0,0,0,0,0,9187,1
1,0,0,0,0,0,0,0,0,0,626,1
1,0,0,0,0,0,0,0,0,0,5578,1
1,0,0,0,0,0,0,0,0,0,7628,1
1,0,0,0,0,0,0,0,0,0,5943,1
1,0,0,0,0,0,0,0,0,0,2168,1
1,0,0,0,0,0,0,0,0,0,1719,1
1,0,0,0,0,0,0,0,0,0,5372,1
1,0,0,0,0,0,0,0,0,0,1184,1
1,0,0,0,0,0,0,0,0,0,5524,1
1,0,0,0,0,0,0,0,0,0,448,1
1,0,0,0,0,0,0,0,0,0,4402,1
1,0,0,0,0,0,0,0,0,0,4630,1
1,0,0,0,0,0,0,0,0,0,4254,1
1,0,0,0,0,0,0,0,0,0,1514,1
1,0,0,0,0,0,0,0,0,0,9325,1
1,0,0,0,0,0,0,0,0,0,1148,1
1,0,0,0,0,0,0,0,0,0,4608,1
1,0,0,0,0,0,0,0,0,0,9117,1
1,0,0,0,0,0,0,0,0,0,484,1
1,0,0,0,0,0,0,0,0,0,8031,1
1,0,0,0,0,0,0,0,0,0,1513,1
1,0,0,0,0,0,0,0,0,0,6736,1
1,0,0,0,0,0,0,0,0,0,2998,1
1,0,0,0,0,0,0,0,0,0,6504,1
1,0,0,0,0,0,0,0,0,0,1721,1
1,0,0,0,0,0,0,0,0,0,6160,1
1,0,0,0,0,0,0,0,0,0,6352,1
1,0,0,0,0,0,0,0,0,0,8832,1
1,0,0,0,0,0,0,0,0,0,2534,1
1,0,0,0,0,0,0,0,0,0,5711,1
1,0,0,0,0,0,0,0,0,0,5147,1
1,0,0,0,0,0,0,0,0,0,2150,1
1,0,0,0,0,0,0,0,0,0,3843,1
1,0,0,0,0,0,0,0,0,0,1942,1
1,0,0,0,0,0,0,0,0,0,7873,1
1,0,0,0,0,0,0,0,0,0,210,1
1,0,0,0,0,0,0,0,0,0,1373,1
1,0,0,0,0,0,0,0,0,0,6156,1
1,0,0,0,0,0,0,0,0,0,4057,1
1,0,0,0,0,0,0,0,0,0,4265,1
1,0,0,0,0,0,0,0,0,0,2192,1
1,0,0,0,0,0,0,0,0,0,7626,1
1,0,0,0,0,0,0,0,0,0,7414,1
1,0,0,0,0,0,0,0,0,0,3888,1
1,0,0,0,0,0,0,0,0,0,2166,1
1,0,0,0,0,0,0,0,0,0,2730,1
1,0,0,0,0,0,0,0,0,0,5975,1
1,0,0,0,0,0,0,0,0,0,5149,1
1,0,0,0,0,0,0,0,0,0,8656,1
1,0,0,0,0,0,0,0,0,0,8000,1
1,0,0,0,0,0,0,0,0,0,2708,1
1,0,0,0,0,0,0,0,0,0,4639,1
1,0,0,0,0,0,0,0,0,0,3078,1
1,0,0,0,0,0,0,0,0,0,8803,1
1,0,0,0,0,0,0,0,0,0,4296,1
1,0,0,0,0,0,0,0,0,0,8669,1
1,0,0,0,0,0,0,0,0,0,3281,1
1,0,0,0,0,0,0,0,0,0,6535,1
1,0,0,0,0,0,0,0,0,0,6707,1
1,0,0,0,0,0,0,0,0,0,1146,1
1,0,0,0,0,0,0,0,0,0,1374,1
1,0,0,0,0,0,0,0,0,0,7083,1
1,0,0,0,0,0,0,0,0,0,5546,1
1,0,0,0,0,0,0,0,0,0,2763,1
1,0,0,0,0,0,0,0,0,0,2909,1
1,0,0,0,0,0,0,0,0,0,872,1
1,0,0,0,0,0,0,0,0,0,5310,1
1,0,0,0,0,0,0,0,0,0,1576,1
1,0,0,0,0,0,0,0,0,0,1112,1
1,0,0,0,0,0,0,0,0,0,8430,1
1,0,0,0,0,0,0,0,0,0,7478,1
1,0,0,0,0,0,0,0,0,0,2338,1
1,0,0,0,0,0,0,0,0,0,8602,1
1,0,0,0,0,0,0,0,0,0,6798,1
1,0,0,0,0,0,0,0,0,0,6308,1
1,0,0,0,0,0,0,0,0,0,1929,1
1,0,0,0,0,0,0,0,0,0,6330,1
1,0,0,0,0,0,0,0,0,0,3470,1
1,0,0,0,0,0,0,0,0,0,4003,1
1,0,0,0,0,0,0,0,0,0,1571,1
1,0,0,0,0,0,0,0,0,0,6754,1
1,0,0,0,0,0,0,0,0,0,7686,1
1,0,0,0,0,0,0,0,0,0,7440,1
1,0,0,0,0,0,0,0,0,0,5919,1
1,0,0,0,0,0,0,0,0,0,2300,1
1,0,0,0,0,0,0,0,0,0,7672,1
1,0,0,0,0,0,0,0,0,0,7818,1
1,0,0,0,0,0,0,0,0,0,8295,1
1,0,0,0,0,0,0,0,0,0,1916,1
1,0,0,0,0,0,0,0,0,0,412,1
1,0,0,0,0,0,0,0,0,0,9181,1
1,0,0,0,0,0,0,0,0,0,3689,1
1,0,0,0,0,0,0,0,0,0,3022,1
1,0,0,0,0,0,0,0,0,0,3210,1
1,0,0,0,0,0,0,0,0,0,4809,1
1,0,0,0,0,0,0,0,0,0,1311,1
1,0,0,0,0,0,0,0,0,0,2752,1
1,0,0,0,0,0,0,0,0,0,7220,1
1,0,0,0,0,0,0,0,0,0,4697,1
1,0,0,0,0,0,0,0,0,0,1781,1
1,0,0,0,0,0,0,0,0,0,1920,1
1,0,0,0,0,0,0,0,0,0,9371,1
1,0,0,0,0,0,0,0,0,0,7449,1
1,0,0,0,0,0,0,0,0,0,2907,1
1,0,0,0,0,0,0,0,0,0,7811,1
1,0,0,0,0,0,0,0,0,0,8859,1
1,0,0,0,0,0,0,0,0,0,1786,1
1,0,0,0,0,0,0,0,0,0,8439,1
1,0,0,0,0,0,0,0,0,0,4690,1
1,0,0,0,0,0,0,0,0,0,5742,1
1,0,0,0,0,0,0,0,0,0,2755,1
1,0,0,0,0,0,0,0,0,0,1316,1
1,0,0,0,0,0,0,0,0,0,2593,1
1,0,0,0,0,0,0,0,0,0,5584,1
1,0,0,0,0,0,0,0,0,0,1124,1
1,0,0,0,0,0,0,0,0,0,3025,1
1,0,0,0,0,0,0,0,0,0,6557,1
1,0,0,0,0,0,0,0,0,0,7218,1
1,0,0,0,0,0,0,0,0,0,8406,1
1,0,0,0,0,0,0,0,0,0,5319,1
1,0,0,0,0,0,0,0,0,0,275,1
1,0,0,0,0,0,0,0,0,0,9144,1
1,0,0,0,0,0,0,0,0,0,1329,1
1,0,0,0,0,0,0,0,0,0,8616,1
1,0,0,0,0,0,0,0,0,0,859,1
1,0,0,0,0,0,0,0,0,0,2922,1
1,0,0,0,0,0,0,0,0,0,401,1
1,0,0,0,0,0,0,0,0,0,7008,1
1,0,0,0,0,0,0,0,0,0,8888,1
1,0,0,0,0,0,0,0,0,0,9354,1
1,0,0,0,0,0,0,0,0,0,3038,1
1,0,0,0,0,0,0,0,0,0,7205,1
1,0,0,0,0,0,0,0,0,0,5552,1
1,0,0,0,0,0,0,0,0,0,7037,1
1,0,0,0,0,0,0,0,0,0,268,1
1,0,0,0,0,0,0,0,0,0,1596,1
1,0,0,0,0,0,0,0,0,0,1562,1
1,0,0,0,0,0,0,0,0,0,5794,1
1,0,0,0,0,0,0,0,0,0,6111,1
1,0,0,0,0,0,0,0,0,0,3669,1
1,0,0,0,0,0,0,0,0,0,2589,1
1,0,0,0,0,0,0,0,0,0,8275,1
1,0,0,0,0,0,0,0,0,0,8047,1
1,0,0,0,0,0,0,0,0,0,5932,1
1,0,0,0,0,0,0,0,0,0,8611,1
1,0,0,0,0,0,0,0,0,0,3464,1
1,0,0,0,0,0,0,0,0,0,4473,1
1,0,0,0,0,0,0,0,0,0,6740,1
1,0,0,0,0,0,0,0,0,0,5131,1
1,0,0,0,0,0,0,0,0,0,7454,1
1,0,0,0,0,0,0,0,0,0,8078,1
1,0,0,0,0,0,0,0,0,0,8844,1
1,0,0,0,0,0,0,0,0,0,2770,1
1,0,0,0,0,0,0,0,0,0,292,1
1,0,0,0,0,0,0,0,0,0,266,1
1,0,0,0,0,0,0,0,0,0,1598,1
1,0,0,0,0,0,0,0,0,0,602,1
1,0,0,0,0,0,0,0,0,0,8243,1
1,0,0,0,0,0,0,0,0,0,430,1
1,0,0,0,0,0,0,0,0,0,6776,1
1,0,0,0,0,0,0,0,0,0,3036,1
1,0,0,0,0,0,0,0,0,0,6544,1
1,0,0,0,0,0,0,0,0,0,8288,1
1,0,0,0,0,0,0,0,0,0,6312,1
1,0,0,0,0,0,0,0,0,0,8872,1
1,0,0,0,0,0,0,0,0,0,3694,1
